Company,id_15_min_candles,mainCandleTime,Open,Close,High,Low,Volume,id_15_min_candles,timestamp,Open,Close,High,Low,Volume
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17222,"2015-04-22 14:00:00",1523.25,1514.05,1524.20,1512.20,16442
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17223,"2015-04-22 14:15:00",1514.05,1523.00,1524.05,1514.05,7338
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17224,"2015-04-22 14:30:00",1523.00,1543.70,1546.90,1522.25,25928
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17225,"2015-04-22 14:45:00",1543.25,1540.50,1549.00,1538.30,20980
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17226,"2015-04-22 15:00:00",1540.50,1558.80,1559.75,1540.30,28114
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17227,"2015-04-22 15:15:00",1559.00,1558.10,1564.90,1556.05,33958
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17228,"2015-04-23 09:15:00",1560.00,1568.60,1569.25,1554.40,20752
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17229,"2015-04-23 09:30:00",1568.50,1570.25,1571.00,1562.00,12359
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17230,"2015-04-23 09:45:00",1570.25,1570.35,1575.00,1569.80,13766
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17231,"2015-04-23 10:00:00",1570.35,1569.25,1574.40,1565.75,7420
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17232,"2015-04-23 10:15:00",1569.25,1566.55,1570.65,1566.00,4905
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17233,"2015-04-23 10:30:00",1566.55,1554.90,1566.55,1550.30,20924
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17234,"2015-04-23 10:45:00",1554.90,1549.00,1557.60,1546.75,10601
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17235,"2015-04-23 11:00:00",1549.00,1546.25,1556.00,1546.05,6750
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17236,"2015-04-23 11:15:00",1546.25,1545.35,1550.70,1544.05,5358
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17237,"2015-04-23 11:30:00",1546.30,1546.05,1548.00,1540.20,5584
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17238,"2015-04-23 11:45:00",1546.05,1541.40,1548.80,1540.00,11145
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17239,"2015-04-23 12:00:00",1541.40,1546.10,1552.95,1541.40,4855
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17240,"2015-04-23 12:15:00",1546.10,1539.95,1546.45,1537.80,6120
ACC,17221,"2015-04-22 13:45:00",1522.25,1523.25,1527.45,1513.35,12363,17241,"2015-04-23 12:30:00",1539.95,1533.40,1541.90,1532.00,9051
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12044,"2016-02-12 15:00:00",1224.75,1222.75,1225.80,1217.75,4574
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12045,"2016-02-12 15:15:00",1222.75,1223.80,1226.50,1217.00,12055
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12046,"2016-02-15 09:15:00",1229.85,1245.95,1251.90,1229.85,10187
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12047,"2016-02-15 09:30:00",1245.95,1251.90,1253.40,1245.20,6111
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12048,"2016-02-15 09:45:00",1251.90,1257.20,1258.30,1248.70,4405
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12049,"2016-02-15 10:00:00",1257.20,1256.80,1258.00,1251.20,2587
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12050,"2016-02-15 10:15:00",1256.80,1256.00,1258.15,1252.00,1868
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12051,"2016-02-15 10:30:00",1256.00,1254.50,1258.00,1250.25,4053
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12052,"2016-02-15 10:45:00",1254.50,1256.50,1260.00,1254.00,5450
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12053,"2016-02-15 11:00:00",1257.35,1259.85,1260.00,1256.80,2302
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12054,"2016-02-15 11:15:00",1259.85,1262.10,1266.90,1257.75,11905
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12055,"2016-02-15 11:30:00",1262.35,1266.80,1266.80,1261.80,4535
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12056,"2016-02-15 11:45:00",1265.35,1261.95,1267.00,1261.10,4069
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12057,"2016-02-15 12:00:00",1261.95,1265.80,1265.90,1261.65,2924
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12058,"2016-02-15 12:15:00",1265.75,1262.25,1266.50,1260.25,4771
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12059,"2016-02-15 12:30:00",1262.00,1262.50,1264.20,1261.65,2282
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12060,"2016-02-15 12:45:00",1262.50,1261.85,1263.00,1261.75,3156
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12061,"2016-02-15 13:00:00",1261.85,1262.90,1265.40,1261.20,2577
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12062,"2016-02-15 13:15:00",1262.85,1262.50,1268.70,1261.85,13203
ACC,12043,"2016-02-12 14:45:00",1224.00,1224.75,1229.80,1217.05,6966,12063,"2016-02-15 13:30:00",1263.10,1260.00,1263.80,1258.90,4673
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10121,"2016-03-21 09:15:00",1344.00,1346.00,1348.40,1338.10,29469
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10122,"2016-03-21 09:30:00",1346.00,1365.00,1368.50,1346.00,87194
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10123,"2016-03-21 09:45:00",1365.00,1367.15,1368.60,1364.60,42915
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10124,"2016-03-21 10:00:00",1367.15,1371.00,1375.00,1367.00,48878
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10125,"2016-03-21 10:15:00",1371.00,1369.00,1373.60,1361.00,28040
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10126,"2016-03-21 10:30:00",1369.00,1371.25,1372.50,1368.30,22760
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10127,"2016-03-21 10:45:00",1371.80,1367.20,1372.65,1365.55,12655
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10128,"2016-03-21 11:00:00",1367.55,1367.00,1368.00,1365.00,8143
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10129,"2016-03-21 11:15:00",1367.50,1364.85,1368.00,1364.50,9314
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10130,"2016-03-21 11:30:00",1364.45,1365.00,1365.50,1364.00,11358
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10131,"2016-03-21 11:45:00",1365.00,1366.90,1368.00,1363.85,10374
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10132,"2016-03-21 12:00:00",1366.90,1369.75,1370.00,1366.85,6585
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10133,"2016-03-21 12:15:00",1369.75,1369.90,1370.00,1368.05,5759
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10134,"2016-03-21 12:30:00",1369.90,1368.90,1372.00,1368.05,9772
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10135,"2016-03-21 12:45:00",1368.90,1368.75,1369.65,1365.20,6898
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10136,"2016-03-21 13:00:00",1368.75,1369.00,1370.00,1367.00,7491
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10137,"2016-03-21 13:15:00",1369.00,1369.30,1369.70,1368.70,4440
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10138,"2016-03-21 13:30:00",1369.30,1367.50,1370.05,1367.00,10594
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10139,"2016-03-21 13:45:00",1367.50,1368.50,1369.15,1360.65,21875
ACC,12645,"2016-03-18 15:15:00",1336.95,1337.00,1340.30,1330.15,82577,10140,"2016-03-21 14:00:00",1368.50,1368.80,1369.45,1367.80,14016
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6408,"2016-11-09 13:15:00",1439.75,1446.00,1446.95,1435.10,12698
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6409,"2016-11-09 13:30:00",1446.00,1460.00,1462.00,1443.50,16161
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6410,"2016-11-09 13:45:00",1460.00,1453.30,1460.90,1452.00,17278
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6411,"2016-11-09 14:00:00",1452.20,1460.85,1462.00,1452.00,11588
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6412,"2016-11-09 14:15:00",1460.75,1457.90,1462.80,1452.00,17020
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6413,"2016-11-09 14:30:00",1457.90,1463.55,1467.00,1457.30,19228
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6414,"2016-11-09 14:45:00",1464.40,1454.05,1465.00,1451.05,16982
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6415,"2016-11-09 15:00:00",1455.55,1455.00,1461.90,1451.00,18853
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6416,"2016-11-09 15:15:00",1455.55,1460.00,1460.00,1451.10,14500
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6417,"2016-11-10 09:15:00",1476.70,1480.45,1481.85,1466.75,28592
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6418,"2016-11-10 09:30:00",1480.45,1474.00,1481.55,1472.25,5108
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6419,"2016-11-10 09:45:00",1474.00,1471.25,1476.95,1471.25,4762
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6420,"2016-11-10 10:00:00",1471.25,1474.50,1474.50,1471.25,2678
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6421,"2016-11-10 10:15:00",1474.30,1475.15,1476.80,1471.80,1954
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6422,"2016-11-10 10:30:00",1475.15,1473.00,1476.90,1472.00,1582
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6423,"2016-11-10 10:45:00",1473.00,1478.50,1482.40,1473.00,6597
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6424,"2016-11-10 11:00:00",1478.50,1481.00,1482.85,1469.00,17230
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6425,"2016-11-10 11:15:00",1481.00,1487.00,1490.00,1481.00,12623
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6426,"2016-11-10 11:30:00",1486.95,1485.35,1487.65,1481.00,4403
ACC,6407,"2016-11-09 13:00:00",1439.80,1439.35,1439.80,1427.65,7294,6427,"2016-11-10 11:45:00",1485.35,1495.15,1496.75,1485.25,23814
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5318,"2017-02-06 09:30:00",1412.50,1430.00,1433.00,1412.05,62208
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5319,"2017-02-06 09:45:00",1429.25,1443.50,1449.00,1427.05,83234
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5320,"2017-02-06 10:00:00",1443.50,1445.00,1446.00,1443.50,33037
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5321,"2017-02-06 10:15:00",1445.90,1452.00,1456.90,1445.00,61704
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5322,"2017-02-06 10:30:00",1452.00,1458.80,1464.70,1449.50,123101
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5323,"2017-02-06 10:45:00",1458.40,1492.60,1500.55,1458.00,267663
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5324,"2017-02-06 11:00:00",1492.60,1491.45,1493.95,1486.00,58405
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5325,"2017-02-06 11:15:00",1491.45,1476.95,1493.45,1475.80,62836
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5326,"2017-02-06 11:30:00",1476.05,1475.30,1484.00,1473.65,39396
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5327,"2017-02-06 11:45:00",1475.30,1477.30,1482.00,1475.30,22975
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5328,"2017-02-06 12:00:00",1477.25,1478.00,1483.00,1473.40,23313
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5329,"2017-02-06 12:15:00",1478.00,1478.35,1480.00,1477.00,11066
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5330,"2017-02-06 12:30:00",1478.35,1480.40,1485.25,1478.35,29530
